,START_DATE*,END_DATE*,CATEGORY*,START*,STOP*,MILES*,PURPOSE*,DISTANCE,Year,Time Cat
640,2016-08-08 23:28:00,8/8/2016 23:37,Business,Morrisville,Cary,3.2,Customer Visit,Short Trip,2020,Short Trip
641,2016-08-09 14:20:00,8/9/2016 14:38,Business,Whitebridge,Waverly Place,6.9,,Long Trip,2020,Medium Trip
642,2016-08-09 15:15:00,8/9/2016 15:36,Business,Cary,Raleigh,14.9,,Long Trip,2020,Long Trip
643,2016-08-09 16:04:00,8/9/2016 16:37,Business,Raleigh,Cary,17.4,,Long Trip,2020,Long Trip
644,2016-08-10 16:56:00,8/10/2016 17:24,Business,Cary,Durham,12.9,,Long Trip,2020,Long Trip
645,2016-08-10 17:53:00,8/10/2016 18:28,Business,Durham,Apex,15.3,,Long Trip,2020,Long Trip
646,2016-08-10 18:49:00,8/10/2016 18:50,Business,Apex,Apex,1.0,,Short Trip,2020,Short Trip
647,2016-08-10 19:47:00,8/10/2016 20:02,Business,Apex,Cary,6.0,,Long Trip,2020,Medium Trip
648,2016-08-11 12:53:00,8/11/2016 13:00,Business,Whitebridge,Heritage Pines,2.2,,Short Trip,2020,Short Trip
649,2016-08-11 13:14:00,8/11/2016 13:28,Business,Heritage Pines,Edgehill Farms,4.4,,Short Trip,2020,Short Trip
650,2016-08-11 13:32:00,8/11/2016 13:42,Business,Edgehill Farms,Whitebridge,2.8,,Short Trip,2020,Short Trip
651,2016-08-11 18:37:00,8/11/2016 19:29,Business,Cary,Wake Forest,31.7,,Long Trip,2020,Long Trip
652,2016-08-11 20:59:00,8/11/2016 21:44,Business,Wake Forest,Cary,31.9,,Long Trip,2020,Long Trip
653,2016-08-12 18:49:00,8/12/2016 18:52,Business,Whitebridge,Westpark Place,1.9,,Short Trip,2020,Short Trip
654,2016-08-12 18:56:00,8/12/2016 19:05,Business,Westpark Place,Whitebridge,1.8,,Short Trip,2020,Short Trip
655,2016-08-13 15:35:00,8/13/2016 15:58,Business,Cary,Morrisville,8.4,Meeting,Long Trip,2020,Medium Trip
656,2016-08-15 09:05:00,8/15/2016 9:52,Business,R?walpindi,Unknown Location,15.6,,Long Trip,2020,Long Trip
657,2016-08-15 15:20:00,8/15/2016 15:47,Business,Unknown Location,Unknown Location,14.1,,Long Trip,2020,Long Trip
658,2016-08-15 16:52:00,8/15/2016 17:30,Business,Unknown Location,Unknown Location,15.7,,Long Trip,2020,Long Trip
659,2016-08-15 19:08:00,8/15/2016 20:30,Business,Unknown Location,Unknown Location,25.9,Temporary Site,Long Trip,2020,Long Trip
660,2016-08-16 07:58:00,8/16/2016 8:11,Business,Unknown Location,Unknown Location,7.9,,Long Trip,2020,Medium Trip
661,2016-08-16 08:16:00,8/16/2016 8:23,Business,Unknown Location,Unknown Location,2.7,,Short Trip,2020,Short Trip
662,2016-08-16 08:46:00,8/16/2016 8:53,Business,Unknown Location,Unknown Location,5.5,,Long Trip,2020,Medium Trip
663,2016-08-16 10:06:00,8/16/2016 10:27,Business,Unknown Location,Islamabad,5.7,,Long Trip,2020,Medium Trip
664,2016-08-16 10:31:00,8/16/2016 10:38,Business,Islamabad,Islamabad,1.2,,Short Trip,2020,Short Trip
665,2016-08-16 11:47:00,8/16/2016 12:03,Business,Islamabad,Unknown Location,5.7,Temporary Site,Long Trip,2020,Medium Trip
666,2016-08-16 15:13:00,8/16/2016 15:36,Business,Unknown Location,Unknown Location,16.2,,Long Trip,2020,Long Trip
667,2016-08-17 10:17:00,8/17/2016 10:41,Business,Unknown Location,Unknown Location,2.6,,Short Trip,2020,Short Trip
668,2016-08-17 10:57:00,8/17/2016 11:20,Business,Unknown Location,Unknown Location,12.1,,Long Trip,2020,Long Trip
669,2016-08-17 14:45:00,8/17/2016 14:50,Business,Unknown Location,R?walpindi,1.4,,Short Trip,2020,Short Trip
670,2016-08-17 15:32:00,8/17/2016 15:47,Business,R?walpindi,Islamabad,6.4,,Long Trip,2020,Medium Trip
671,2016-08-17 16:29:00,8/17/2016 16:50,Business,Islamabad,Unknown Location,7.3,,Long Trip,2020,Medium Trip
672,2016-08-17 16:54:00,8/17/2016 17:00,Business,Unknown Location,Unknown Location,5.3,,Long Trip,2020,Medium Trip
673,2016-08-17 17:05:00,8/17/2016 17:34,Business,Unknown Location,Unknown Location,5.5,,Long Trip,2020,Medium Trip
674,2016-08-17 18:38:00,8/17/2016 18:57,Business,Unknown Location,Unknown Location,7.7,Temporary Site,Long Trip,2020,Medium Trip
675,2016-08-18 18:40:00,8/18/2016 19:07,Business,Unknown Location,Unknown Location,7.6,Temporary Site,Long Trip,2020,Medium Trip
676,2016-08-19 08:24:00,8/19/2016 8:45,Business,Unknown Location,Noorpur Shahan,7.6,,Long Trip,2020,Medium Trip
677,2016-08-19 08:54:00,8/19/2016 9:07,Business,Noorpur Shahan,Islamabad,3.3,,Short Trip,2020,Short Trip
678,2016-08-19 09:27:00,8/19/2016 9:47,Business,Islamabad,R?walpindi,6.5,,Long Trip,2020,Medium Trip
679,2016-08-19 10:57:00,8/19/2016 11:06,Business,R?walpindi,Unknown Location,2.0,,Short Trip,2020,Short Trip
680,2016-08-19 12:07:00,8/19/2016 12:24,Business,Unknown Location,Islamabad,5.7,,Long Trip,2020,Medium Trip
681,2016-08-19 15:51:00,8/19/2016 16:06,Business,Islamabad,Islamabad,3.2,,Short Trip,2020,Short Trip
682,2016-08-19 17:12:00,8/19/2016 17:52,Business,Islamabad,Unknown Location,12.5,,Long Trip,2020,Long Trip
683,2016-08-21 10:00:00,8/21/2016 10:29,Business,Unknown Location,Unknown Location,7.6,Airport/Travel,Long Trip,2020,Medium Trip
684,2016-08-21 14:05:00,8/21/2016 14:34,Business,Unknown Location,Unknown Location,7.7,,Long Trip,2020,Medium Trip
685,2016-08-21 16:30:00,8/21/2016 17:02,Business,Unknown Location,Islamabad,12.2,,Long Trip,2020,Long Trip
686,2016-08-21 18:10:00,8/21/2016 18:17,Business,Islamabad,Islamabad,1.4,,Short Trip,2020,Short Trip
687,2016-08-21 18:48:00,8/21/2016 19:24,Business,Islamabad,Unknown Location,20.2,,Long Trip,2020,Long Trip
688,2016-08-22 10:00:00,8/22/2016 10:44,Business,Unknown Location,Islamabad,9.8,,Long Trip,2020,Medium Trip
689,2016-08-22 11:07:00,8/22/2016 11:23,Business,Islamabad,Unknown Location,6.3,,Long Trip,2020,Medium Trip
690,2016-08-22 12:36:00,8/22/2016 12:49,Business,Unknown Location,Islamabad,4.9,,Short Trip,2020,Short Trip
691,2016-08-22 13:02:00,8/22/2016 13:11,Business,Islamabad,Islamabad,1.5,,Short Trip,2020,Short Trip
692,2016-08-22 14:07:00,8/22/2016 14:31,Business,Islamabad,Unknown Location,10.9,,Long Trip,2020,Long Trip
693,2016-08-22 15:14:00,8/22/2016 15:49,Business,Unknown Location,Unknown Location,19.0,,Long Trip,2020,Long Trip
694,2016-08-22 15:59:00,8/22/2016 17:16,Business,Unknown Location,Unknown Location,19.0,,Long Trip,2020,Long Trip
695,2016-08-22 19:58:00,8/22/2016 20:50,Business,Unknown Location,R?walpindi,7.9,,Long Trip,2020,Medium Trip
696,2016-08-22 20:53:00,8/22/2016 21:31,Business,R?walpindi,R?walpindi,4.1,,Short Trip,2020,Short Trip
697,2016-08-22 22:31:00,8/22/2016 23:00,Business,R?walpindi,Unknown Location,18.7,,Long Trip,2020,Long Trip
698,2016-08-23 08:10:00,8/23/2016 8:25,Business,Unknown Location,Noorpur Shahan,8.7,,Long Trip,2020,Medium Trip
699,2016-08-23 09:35:00,8/23/2016 10:09,Business,Noorpur Shahan,Unknown Location,7.5,,Long Trip,2020,Medium Trip
700,2016-08-23 12:59:00,8/23/2016 13:15,Business,Unknown Location,Noorpur Shahan,7.7,,Long Trip,2020,Medium Trip
701,2016-08-23 13:19:00,8/23/2016 13:30,Business,Noorpur Shahan,Islamabad,4.4,,Short Trip,2020,Short Trip
702,2016-08-23 13:49:00,8/23/2016 14:04,Business,Islamabad,Unknown Location,5.0,,Short Trip,2020,Medium Trip
703,2016-08-23 15:07:00,8/23/2016 15:12,Business,Unknown Location,Unknown Location,1.9,,Short Trip,2020,Short Trip
704,2016-08-23 15:15:00,8/23/2016 17:16,Business,Unknown Location,Unknown Location,7.9,,Long Trip,2020,Medium Trip
705,2016-08-23 17:42:00,8/23/2016 18:31,Business,Unknown Location,Unknown Location,17.7,,Long Trip,2020,Long Trip
706,2016-08-24 12:05:00,8/24/2016 12:56,Business,Unknown Location,Unknown Location,25.2,,Long Trip,2020,Long Trip
707,2016-08-24 13:01:00,8/24/2016 15:25,Business,Unknown Location,Unknown Location,96.2,,Long Trip,2020,Long Trip
708,2016-08-25 15:17:00,8/25/2016 16:22,Business,Unknown Location,Unknown Location,35.0,,Long Trip,2020,Long Trip
709,2016-08-25 16:36:00,8/25/2016 16:56,Business,Unknown Location,Unknown Location,5.5,,Long Trip,2020,Medium Trip
710,2016-08-25 17:19:00,8/25/2016 19:20,Business,Unknown Location,Unknown Location,50.4,,Long Trip,2020,Long Trip
711,2016-08-25 19:25:00,8/25/2016 19:57,Business,Unknown Location,Lahore,9.2,,Long Trip,2020,Medium Trip
712,2016-08-25 22:58:00,8/25/2016 23:16,Business,Lahore,Unknown Location,7.3,,Long Trip,2020,Medium Trip
713,2016-08-26 09:06:00,8/26/2016 9:20,Business,Unknown Location,Unknown Location,5.0,,Short Trip,2020,Medium Trip
714,2016-08-26 11:14:00,8/26/2016 11:26,Business,Unknown Location,Unknown Location,3.8,,Short Trip,2020,Short Trip
715,2016-08-26 12:10:00,8/26/2016 12:20,Business,Unknown Location,Lahore,3.9,,Short Trip,2020,Short Trip
716,2016-08-26 14:10:00,8/26/2016 14:33,Business,Lahore,Lahore,7.4,,Long Trip,2020,Medium Trip
717,2016-08-26 15:23:00,8/26/2016 15:35,Business,Lahore,Lahore,1.5,,Short Trip,2020,Short Trip
718,2016-08-26 15:59:00,8/26/2016 16:24,Business,Lahore,Unknown Location,7.9,,Long Trip,2020,Medium Trip
719,2016-08-26 16:55:00,8/26/2016 17:12,Business,Unknown Location,Lahore,2.9,,Short Trip,2020,Short Trip
720,2016-08-26 18:42:00,8/26/2016 18:56,Business,Lahore,Lahore,3.4,,Short Trip,2020,Short Trip
721,2016-08-26 19:31:00,8/26/2016 19:54,Business,Lahore,Lahore,3.8,,Short Trip,2020,Short Trip
722,2016-08-26 20:06:00,8/26/2016 20:16,Business,Lahore,Unknown Location,5.9,,Long Trip,2020,Medium Trip
723,2016-08-27 09:34:00,8/27/2016 10:11,Business,Unknown Location,Lahore,9.6,,Long Trip,2020,Medium Trip
724,2016-08-27 11:47:00,8/27/2016 12:06,Business,Lahore,Lahore,7.0,,Long Trip,2020,Medium Trip
725,2016-08-27 12:12:00,8/27/2016 12:17,Business,Lahore,Lahore,0.9,,Short Trip,2020,Short Trip
726,2016-08-27 14:01:00,8/27/2016 15:44,Business,Lahore,Unknown Location,86.6,,Long Trip,2020,Long Trip
727,2016-08-27 16:15:00,8/27/2016 19:13,Business,Unknown Location,Unknown Location,156.9,,Long Trip,2020,Long Trip
728,2016-08-28 09:57:00,8/28/2016 10:18,Business,Unknown Location,Noorpur Shahan,10.1,,Long Trip,2020,Long Trip
729,2016-08-28 16:39:00,8/28/2016 16:55,Business,Noorpur Shahan,Islamabad,6.2,,Long Trip,2020,Medium Trip
730,2016-08-28 17:37:00,8/28/2016 17:55,Business,Islamabad,Islamabad,5.3,,Long Trip,2020,Medium Trip
731,2016-08-28 21:15:00,8/28/2016 21:59,Business,Islamabad,Unknown Location,12.1,,Long Trip,2020,Long Trip
732,2016-08-29 12:02:00,8/29/2016 12:31,Business,Unknown Location,Islamabad,10.8,,Long Trip,2020,Long Trip
733,2016-08-29 13:38:00,8/29/2016 13:48,Business,Islamabad,Islamabad,4.3,,Short Trip,2020,Short Trip
734,2016-08-29 14:31:00,8/29/2016 14:41,Business,Islamabad,Islamabad,2.5,,Short Trip,2020,Short Trip
735,2016-08-29 14:49:00,8/29/2016 15:04,Business,Islamabad,Unknown Location,5.7,Temporary Site,Long Trip,2020,Medium Trip
736,2016-08-29 15:49:00,8/29/2016 15:59,Business,Unknown Location,Islamabad,2.8,,Short Trip,2020,Short Trip
737,2016-08-29 16:06:00,8/29/2016 16:21,Business,Islamabad,Unknown Location,4.0,,Short Trip,2020,Short Trip
738,2016-08-29 17:24:00,8/29/2016 17:41,Business,Unknown Location,Islamabad,5.5,,Long Trip,2020,Medium Trip
739,2016-08-29 18:27:00,8/29/2016 18:36,Business,Islamabad,Islamabad,2.6,,Short Trip,2020,Short Trip
740,2016-08-30 11:53:00,8/30/2016 12:05,Business,Unknown Location,Unknown Location,2.1,,Short Trip,2020,Short Trip
741,2016-08-30 12:46:00,8/30/2016 13:09,Business,Unknown Location,Islamabad,8.8,,Long Trip,2020,Medium Trip
742,2016-08-30 13:25:00,8/30/2016 13:46,Business,Islamabad,Islamabad,4.4,,Short Trip,2020,Short Trip
743,2016-08-30 14:00:00,8/30/2016 14:20,Business,Islamabad,Unknown Location,5.3,,Long Trip,2020,Medium Trip
744,2016-08-30 17:27:00,8/30/2016 18:09,Business,Unknown Location,Unknown Location,13.0,,Long Trip,2020,Long Trip
745,2016-09-01 11:51:00,9/1/2016 12:24,Business,Unknown Location,Islamabad,13.0,,Long Trip,2020,Long Trip
746,2016-09-01 17:21:00,9/1/2016 17:36,Business,Islamabad,Unknown Location,10.6,,Long Trip,2020,Long Trip
747,2016-09-01 18:49:00,9/1/2016 19:08,Business,Unknown Location,Unknown Location,2.2,,Short Trip,2020,Short Trip
748,2016-09-02 11:37:00,9/2/2016 12:24,Business,Unknown Location,Islamabad,9.2,,Long Trip,2020,Medium Trip
749,2016-09-02 18:56:00,9/2/2016 19:37,Business,Unknown Location,Unknown Location,12.9,,Long Trip,2020,Long Trip
750,2016-09-05 10:25:00,9/5/2016 10:44,Business,Unknown Location,R?walpindi,17.2,,Long Trip,2020,Long Trip
751,2016-09-06 17:49:00,9/6/2016 17:49,Business,Unknown Location,Unknown Location,69.1,,Long Trip,2020,Long Trip
752,2016-09-10 10:28:00,9/10/2016 10:45,Business,Unknown Location,Unknown Location,2.8,,Short Trip,2020,Short Trip
753,2016-09-11 09:51:00,9/11/2016 9:55,Business,Unknown Location,Unknown Location,8.6,,Long Trip,2020,Medium Trip
754,2016-09-11 21:40:00,9/11/2016 21:42,Business,Unknown Location,Unknown Location,9.8,,Long Trip,2020,Medium Trip
755,2016-09-12 08:07:00,9/12/2016 8:12,Business,Unknown Location,Unknown Location,3.6,,Short Trip,2020,Short Trip
756,2016-09-12 11:15:00,9/12/2016 11:24,Business,Unknown Location,Unknown Location,1.7,,Short Trip,2020,Short Trip
757,2016-09-12 13:04:00,9/12/2016 13:44,Business,Unknown Location,Unknown Location,11.5,,Long Trip,2020,Long Trip
758,2016-09-13 16:56:00,9/13/2016 17:02,Business,Unknown Location,Unknown Location,0.7,,Short Trip,2020,Short Trip
759,2016-09-14 11:55:00,9/14/2016 11:59,Business,Unknown Location,Unknown Location,0.7,,Short Trip,2020,Short Trip
760,2016-09-15 20:33:00,9/15/2016 20:38,Business,Unknown Location,Unknown Location,0.9,,Short Trip,2020,Short Trip
761,2016-09-16 07:08:00,9/16/2016 7:08,Business,Unknown Location,Unknown Location,1.6,,Short Trip,2020,Short Trip
762,2016-09-18 18:07:00,9/18/2016 18:11,Business,Unknown Location,Unknown Location,9.4,,Long Trip,2020,Medium Trip
763,2016-09-19 06:18:00,9/19/2016 6:49,Business,R?walpindi,Unknown Location,18.2,,Long Trip,2020,Long Trip
764,2016-09-19 14:40:00,9/19/2016 14:56,Business,Unknown Location,Islamabad,10.5,,Long Trip,2020,Long Trip
765,2016-09-19 16:23:00,9/19/2016 16:31,Business,Islamabad,Unknown Location,5.7,,Long Trip,2020,Medium Trip
766,2016-09-19 17:36:00,9/19/2016 18:20,Business,Unknown Location,Unknown Location,18.0,,Long Trip,2020,Long Trip
767,2016-09-19 19:10:00,9/19/2016 19:49,Business,Unknown Location,Islamabad,18.3,,Long Trip,2020,Long Trip
768,2016-09-20 11:29:00,9/20/2016 11:48,Business,Islamabad,Unknown Location,16.5,,Long Trip,2020,Long Trip
769,2016-09-20 20:47:00,9/20/2016 22:47,Business,Unknown Location,R?walpindi,9.6,,Long Trip,2020,Medium Trip
770,2016-09-23 13:15:00,9/23/2016 13:40,Business,Karachi,Karachi,2.9,,Short Trip,2020,Short Trip
771,2016-09-24 14:34:00,9/24/2016 15:15,Business,Karachi,Unknown Location,8.2,,Long Trip,2020,Medium Trip
772,2016-09-24 20:29:00,9/24/2016 20:33,Business,Unknown Location,Unknown Location,2.4,,Short Trip,2020,Short Trip
773,2016-09-27 08:33:00,9/27/2016 8:35,Business,Unknown Location,Unknown Location,5.8,,Long Trip,2020,Medium Trip
774,2016-09-27 13:21:00,9/27/2016 14:43,Business,Lahore,Lahore,9.8,,Long Trip,2020,Medium Trip
775,2016-09-27 19:14:00,9/27/2016 20:34,Business,Lahore,Unknown Location,7.3,,Long Trip,2020,Medium Trip
776,2016-09-27 21:01:00,9/28/2016 2:37,Business,Unknown Location,Unknown Location,195.6,,Long Trip,2020,Long Trip
777,2016-09-28 17:21:00,9/28/2016 19:36,Business,Islamabad,Unknown Location,20.5,,Long Trip,2020,Long Trip
778,2016-09-29 16:13:00,9/29/2016 18:47,Business,Unknown Location,Islamabad,12.6,,Long Trip,2020,Long Trip
779,2016-09-30 17:39:00,9/30/2016 20:20,Business,Islamabad,Islamabad,37.7,,Long Trip,2020,Long Trip
780,2016-09-30 20:59:00,9/30/2016 22:34,Business,Islamabad,Unknown Location,16.7,,Long Trip,2020,Long Trip
781,2016-10-03 17:09:00,10/3/2016 17:12,Business,Unknown Location,Islamabad,10.5,,Long Trip,2020,Long Trip
782,2016-10-03 18:17:00,10/3/2016 18:34,Business,Islamabad,Islamabad,2.8,,Short Trip,2020,Short Trip
783,2016-10-03 18:51:00,10/3/2016 19:01,Business,Islamabad,Islamabad,1.6,,Short Trip,2020,Short Trip
784,2016-10-03 22:04:00,10/3/2016 22:33,Business,Islamabad,Unknown Location,12.7,,Long Trip,2020,Long Trip
785,2016-10-04 09:50:00,10/4/2016 10:52,Business,Unknown Location,Unknown Location,28.6,,Long Trip,2020,Long Trip
786,2016-10-04 12:17:00,10/4/2016 12:18,Business,Unknown Location,Unknown Location,15.1,,Long Trip,2020,Long Trip
787,2016-10-06 08:49:00,10/6/2016 11:36,Business,Unknown Location,R?walpindi,17.9,,Long Trip,2020,Long Trip
788,2016-10-06 17:23:00,10/6/2016 17:40,Business,R?walpindi,Unknown Location,112.6,,Long Trip,2020,Long Trip
789,2016-10-06 18:37:00,10/6/2016 18:39,Business,Unknown Location,Unknown Location,18.4,,Long Trip,2020,Long Trip
790,2016-10-06 19:46:00,10/6/2016 20:26,Business,Unknown Location,Unknown Location,13.8,,Long Trip,2020,Long Trip
791,2016-10-07 10:56:00,10/7/2016 10:59,Business,Unknown Location,Lahore,33.2,,Long Trip,2020,Long Trip
792,2016-10-07 11:27:00,10/7/2016 11:50,Business,Lahore,Lahore,2.6,,Short Trip,2020,Short Trip
793,2016-10-07 13:52:00,10/7/2016 14:08,Business,Lahore,Unknown Location,5.8,,Long Trip,2020,Medium Trip
794,2016-10-07 14:29:00,10/7/2016 15:11,Business,Unknown Location,Lahore,8.3,,Long Trip,2020,Medium Trip
795,2016-10-07 15:47:00,10/7/2016 16:02,Business,Lahore,Lahore,2.4,,Short Trip,2020,Short Trip
796,2016-10-07 18:08:00,10/7/2016 18:27,Business,Lahore,Lahore,3.1,,Short Trip,2020,Short Trip
797,2016-10-07 18:33:00,10/7/2016 19:01,Business,Lahore,Lahore,6.1,,Long Trip,2020,Medium Trip
798,2016-10-08 15:03:00,10/8/2016 15:03,Business,Karachi,Karachi,3.6,,Short Trip,2020,Short Trip
799,2016-10-08 18:15:00,10/8/2016 18:18,Business,Karachi,Unknown Location,8.0,,Long Trip,2020,Medium Trip
800,2016-10-09 14:04:00,10/9/2016 14:23,Business,Unknown Location,Unknown Location,7.7,Temporary Site,Long Trip,2020,Medium Trip
801,2016-10-10 17:22:00,10/10/2016 17:28,Business,Islamabad,Islamabad,1.7,,Short Trip,2020,Short Trip
802,2016-10-10 17:33:00,10/10/2016 18:13,Business,Islamabad,Unknown Location,9.5,,Long Trip,2020,Medium Trip
803,2016-10-11 01:27:00,10/11/2016 2:08,Business,Unknown Location,R?walpindi,17.1,Meeting,Long Trip,2020,Long Trip
804,2016-10-12 19:18:00,10/12/2016 19:21,Business,R?walpindi,Unknown Location,18.4,,Long Trip,2020,Long Trip
805,2016-10-13 11:20:00,10/13/2016 11:58,Business,Unknown Location,Islamabad,9.8,,Long Trip,2020,Medium Trip
806,2016-10-13 12:08:00,10/13/2016 12:14,Business,Islamabad,Islamabad,1.0,,Short Trip,2020,Short Trip
807,2016-10-13 13:02:00,10/13/2016 13:02,Business,Islamabad,Islamabad,0.7,,Short Trip,2020,Short Trip
808,2016-10-13 13:37:00,10/13/2016 13:46,Business,Islamabad,Islamabad,2.3,,Short Trip,2020,Short Trip
809,2016-10-13 16:08:00,10/13/2016 16:53,Business,Islamabad,Unknown Location,10.9,,Long Trip,2020,Long Trip
810,2016-10-14 08:50:00,10/14/2016 9:44,Business,Unknown Location,R?walpindi,12.7,,Long Trip,2020,Long Trip
811,2016-10-14 10:16:00,10/14/2016 10:52,Business,R?walpindi,Unknown Location,12.4,,Long Trip,2020,Long Trip
812,2016-10-14 15:56:00,10/14/2016 16:20,Business,Unknown Location,Unknown Location,3.8,,Short Trip,2020,Short Trip
813,2016-10-14 23:54:00,10/15/2016 2:06,Business,Unknown Location,R?walpindi,17.0,Meeting,Long Trip,2020,Long Trip
814,2016-10-15 22:28:00,10/15/2016 22:48,Business,Morrisville,Morrisville,6.2,,Long Trip,2020,Medium Trip
815,2016-10-16 00:01:00,10/16/2016 0:14,Business,Morrisville,Cary,3.1,,Short Trip,2020,Short Trip
816,2016-10-16 12:52:00,10/16/2016 13:11,Business,Cary,Durham,10.5,Meeting,Long Trip,2020,Long Trip
817,2016-10-16 14:40:00,10/16/2016 15:01,Business,Durham,Morrisville,8.1,,Long Trip,2020,Medium Trip
818,2016-10-16 15:10:00,10/16/2016 15:19,Business,Morrisville,Cary,3.1,,Short Trip,2020,Short Trip
819,2016-10-16 19:27:00,10/16/2016 19:33,Business,Whitebridge,Parkway,2.1,Meeting,Short Trip,2020,Short Trip
820,2016-10-16 20:30:00,10/16/2016 20:39,Business,Cary,Morrisville,4.3,,Short Trip,2020,Short Trip
821,2016-10-16 21:34:00,10/16/2016 21:41,Business,Morrisville,Cary,2.5,Meal/Entertain,Short Trip,2020,Short Trip
822,2016-10-17 15:19:00,10/17/2016 15:57,Business,Cary,Raleigh,20.6,,Long Trip,2020,Long Trip
823,2016-10-17 16:29:00,10/17/2016 17:11,Business,Raleigh,Cary,17.6,,Long Trip,2020,Long Trip
824,2016-10-17 18:02:00,10/17/2016 18:16,Business,Cary,Apex,5.6,,Long Trip,2020,Medium Trip
825,2016-10-17 18:31:00,10/17/2016 18:45,Business,Apex,Apex,3.3,,Short Trip,2020,Short Trip
826,2016-10-17 19:08:00,10/17/2016 19:25,Business,Apex,Cary,5.3,,Long Trip,2020,Medium Trip
827,2016-10-18 08:12:00,10/18/2016 8:22,Business,Whitebridge,Edgehill Farms,3.3,,Short Trip,2020,Short Trip
828,2016-10-18 08:53:00,10/18/2016 9:02,Business,Edgehill Farms,Whitebridge,3.3,,Short Trip,2020,Short Trip
829,2016-10-18 10:41:00,10/18/2016 11:09,Business,Cary,Morrisville,7.9,Temporary Site,Long Trip,2020,Medium Trip
830,2016-10-18 18:12:00,10/18/2016 18:33,Business,Oakland,Emeryville,13.0,,Long Trip,2020,Long Trip
831,2016-10-18 19:03:00,10/18/2016 19:13,Business,Emeryville,Berkeley,3.0,,Short Trip,2020,Short Trip
832,2016-10-18 20:31:00,10/18/2016 20:37,Business,Berkeley,Emeryville,3.0,,Short Trip,2020,Short Trip
833,2016-10-19 09:33:00,10/19/2016 9:47,Business,Emeryville,Oakland,3.8,,Short Trip,2020,Short Trip
834,2016-10-19 09:54:00,10/19/2016 10:21,Business,Oakland,San Francisco,9.5,,Long Trip,2020,Medium Trip
835,2016-10-19 13:45:00,10/19/2016 13:56,Business,SOMISSPO,French Quarter,1.7,,Short Trip,2020,Short Trip
836,2016-10-19 14:02:00,10/19/2016 14:31,Business,San Francisco,Berkeley,10.8,,Long Trip,2020,Long Trip
837,2016-10-19 15:44:00,10/19/2016 16:02,Business,West Berkeley,North Berkeley Hills,4.1,,Short Trip,2020,Short Trip
838,2016-10-19 16:06:00,10/19/2016 16:19,Business,North Berkeley Hills,Southside,2.2,,Short Trip,2020,Short Trip
839,2016-10-19 16:33:00,10/19/2016 17:01,Business,Berkeley,Emeryville,4.6,,Short Trip,2020,Short Trip
840,2016-10-20 11:26:00,10/20/2016 11:34,Business,Emeryville,Berkeley,3.1,,Short Trip,2020,Short Trip
841,2016-10-20 12:19:00,10/20/2016 13:17,Business,Berkeley,San Jose,47.7,,Long Trip,2020,Long Trip
842,2016-10-20 20:44:00,10/20/2016 21:37,Business,San Jose,Emeryville,44.6,,Long Trip,2020,Long Trip
843,2016-10-21 10:06:00,10/21/2016 10:21,Business,Emeryville,Oakland,13.2,,Long Trip,2020,Long Trip
844,2016-10-22 00:54:00,10/22/2016 1:09,Business,Morrisville,Cary,8.7,,Long Trip,2020,Medium Trip
845,2016-10-22 13:26:00,10/22/2016 14:03,Business,Cary,Raleigh,17.2,,Long Trip,2020,Long Trip
846,2016-10-22 17:08:00,10/22/2016 17:55,Business,Raleigh,Cary,14.0,,Long Trip,2020,Long Trip
847,2016-10-23 09:24:00,10/23/2016 10:05,Business,Cary,Raleigh,28.1,,Long Trip,2020,Long Trip
848,2016-10-23 12:17:00,10/23/2016 12:59,Business,Raleigh,Cary,28.2,,Long Trip,2020,Long Trip
849,2016-10-23 19:04:00,10/23/2016 19:14,Business,Cary,Morrisville,3.1,Meal/Entertain,Short Trip,2020,Short Trip
850,2016-10-23 21:10:00,10/23/2016 21:25,Business,Morrisville,Cary,3.1,Customer Visit,Short Trip,2020,Short Trip
851,2016-10-24 14:57:00,10/24/2016 15:26,Business,Cary,Durham,16.4,,Long Trip,2020,Long Trip
852,2016-10-24 15:33:00,10/24/2016 16:13,Business,Durham,Morrisville,15.4,,Long Trip,2020,Long Trip
853,2016-10-24 16:34:00,10/24/2016 16:41,Business,Morrisville,Cary,2.2,,Short Trip,2020,Short Trip
854,2016-10-25 13:27:00,10/25/2016 14:08,Business,Cary,Apex,11.2,,Long Trip,2020,Long Trip
855,2016-10-25 15:04:00,10/25/2016 15:11,Business,Apex,Eagle Rock,2.2,,Short Trip,2020,Short Trip
856,2016-10-25 15:16:00,10/25/2016 15:33,Business,Eagle Rock,Cary,3.6,,Short Trip,2020,Short Trip
857,2016-10-25 20:00:00,10/25/2016 20:11,Business,Whitebridge,Savon Height,3.6,Meal/Entertain,Short Trip,2020,Short Trip
858,2016-10-25 20:54:00,10/25/2016 21:03,Business,Savon Height,Parkway,4.9,,Short Trip,2020,Short Trip
859,2016-10-25 22:24:00,10/25/2016 22:45,Business,Parkway,Whitebridge,8.7,Errand/Supplies,Long Trip,2020,Medium Trip
860,2016-10-26 19:25:00,10/26/2016 19:31,Business,Whitebridge,Parkway,2.1,Meeting,Short Trip,2020,Short Trip
861,2016-10-26 20:53:00,10/26/2016 21:03,Business,Parkway,Whitebridge,2.1,,Short Trip,2020,Short Trip
862,2016-10-27 18:51:00,10/27/2016 19:16,Business,Cary,Morrisville,8.4,Meeting,Long Trip,2020,Medium Trip
